gnd,surname,prename,name_complete,gender,biography_1,bibliography_1,alternative_1,biography_alternative_1,bibliography_alternative_1,alternative_2,biography_alternative_2,bibliography_alternative_2,alternative_3,biography_alternative_3,bibliography__alternative_3,alternative_4,biography_alternative_4,bibliography_alternative_4,alternative_5,biography__alternative_5,bibliography_alternative_5
116294051,Althaber,Wilhelmine,Althaber Wilhelmine,female,"Bonn a. Rh., Breitestr. 93, wurde am 12. Juni 1841 in Greifswald geboren, wo sie auch die höhere Töchterschule absolvierte. Nachdem sie im Iahre 1866 das staatliche Examen für Lehrerinnen bestanden, war sie fünfundzwanzig Iahre, davon die letzten siebzehn in Remscheid, unterrichtend an Volksschulen thätig. Eingehendes Studium der Glaubenslehre der katholischen Kirche veranlasste sie zu dieser überzutreten; aber auch ihre Pensionierung hatte diese Konversion zur Folge, und von nun an beschäftigte sie sich mit Vorliebe litterarisch. Erzählungen und belehrende Abhandlungen sind es, die sie schreibt, und zwar ist der Inhalt der letztern meistens ein religiöser; auch war Wilhelmine Althaber längere Zeit Mitarbeiterin der »Germania«. Sie ist Mitglied des »Deutschen Schriftstellerinnen-Bundes.«","‒ Vom Irrwege zur Wahrheit. Mein Glaubensleben in Vergangenheit u. Gegenwart. 1. Aufl. 1893, 2. Aufl. 16. (IV, 48). Bonn 1895, P. Hanstein. n –.50",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1164385046,Althof,Paul,Althof Paul,female,Biographie s . Alice Gurschner geb. Pollak.,"‒ Coghetta, Nov. 8. (66) Berlin 1894, Freund & Iaeckel. 1.– ‒ Die Asolanen, Rom. 16. (111) Wien 1893, C. Daberkow. 2.– geb. 3.40 ‒ Gernrode, Poet. Erzählg. aus dem 10. Iahrh. 8. (80) Leipzig 1890. Lith. Anst. A. Schulze. n 1.65, geb. in Halbleinw. n 3.–, geb. in Halbleder n 3.50 ‒ Les habitants de la fleurette. 1890. Ebda. ‒ Schneeflocken. Märchen. 1890. Ebda.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
139437754,Altmann,Frl. Ida,Altmann Ida,female,"Charlottenburg, Uhlandstrasse 185, erblickte in Obscherninken, einem ostpreussischen Dörfchen, am 30. Juni 1862 das Licht der Welt und legte im September 1881 nach gründlicher Vorbildung auf den höheren Töchterschulen zu Elbing und Königsberg das Examen als Lehrerin für höhere Mädchenund Volksschulen ab. Ihre schriftstellerische Thätigkeit begann sie während eines mehrjährigen Aufenthaltes in Russland und setzte dieselbe dann nach ihrer im Sommer 1890 erfolgten Übersiedelung nach Berlin fort. Hier lebt sie auch jetzt noch als Privatlehrerin, nachdem sie kurze Zeit den Jugendunterricht in der freireligiösen Gemeinde geleitet hatte.","‒ Die Grundsätze der freireligiösen Gemeinde zu Berlin. Besprochen v. A. (26. Ausg.) 1894. 8. (14) Berlin 1895, W. Rubenow in Komm. n –.10 ‒ Hühnerweisheit, Lust u. Leid. Ein Märchen-Kleeblatt. 8. (48) Berlin 1896, A. Hoffmann. kart. –.30",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116296496,Amadei,Gräfin Anna,Amadei Anna,female,"geb. Rosty v. Barkócs, Wien I, Plankengasse 7, wurde am 5. März 1828 in Budapest geboren. Vermählt 1850 mit dem Landespräsidenten a. D. Rudolf Grafen Amadei, lebt sie jetzt in Wien. Dem Andenken ihres 1894 verstorbenen Sohnes Albert, der sich als trefflicher Liederkomponist bekannt gemacht hat, widmete sie einen Band Gedichte. Ausserdem wurden in mehreren Sammelwerken und belletristischen Zeitschriften Novellen und Gedichte von ihr veröffentlicht, letztere auch vielfach in Musik gesetzt.",‒ Gedichte. 12. (248) Wien 1896. W. Frick. n 3.60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1306475813,Amalie,Herzogin von Sachsen,Amalie,female,"Ps. Amalie Heiter, geboren den 10. August 1794 zu Dresden, gestorben am 18. September 1870. Werke s. Amalie Prinzessin von Sachsen. Band I.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116999071,Amalie,Prinzessin,Amalie Amalie,female,"zu Sachsen. (Amalie Heiter.) Dramatische Werke. im Auftrage Sr. Maj. des Königs Johann von Sachsen, aus dem Nachlasse vervollständigt u. herausgegeben von Rob. Waldmüller (Ed. Duboc). 4 Bde. 8. (425) Leipzig 1874, B. Tauchnitz. à n 6.–",.,Amalie Amalie,"Amalie, Prinzessin von Sachsen (Amalie Heiter). Die Stieftochter. Lustsp. m. engl. Anmerkgn. versehen v. W. Fiebig. 8. (136) Gera 1879, Amthor. n 1.–","‒ Original-Beiträge zur deutschen Schaubühne. V. Die Unbelesene. Lustsp. – Pflicht u. Liebe. Schausp. – 8. (380) Dresden 1841, Arnoldische Buchh. kart. à 7.– Zum Besten des Frauenvereins in Dresden.",Amalie Amalie,Bilder aus der Märchenwelt. 2. Aufl. 16. (126). Darmstadt 1864. Köhler's Verl. cart. n – 20; geb. 1.–,"‒ Eglantine. Rom. 1852. ‒ Frühling-, Sommer-, Herbstu. Winterliebe. 1853. ‒ Moderne Wohlthätigkeit. Erzählg. 2. (Titel-) Aufl. 8. (152) (1883) 1896. Dresden, H. Minden. Die 1. Aufl. erschien anonym. n 2.–",.,.,.,.,.,.,.,.,.
1065065310,Amalie,Tante,Amalie Tante,female,"ABC der Kinderspiele. Was wir spielen im Freien, allein und in Reihen, das find'st du genug schlag' auf nur das Buch. Mit 24 Bildern in Farbendr. auf 6 Taf. 4. (15) Leipzig 1883, Opetz. kart. –.75","‒ ABC der Spielsachen. Spielzeug alt und neu, richtig in der Reih', nach dem Alphabet, in dem Büchlein steht. Mit 24 Bildern in Farbendr. auf 6 Taf. 4. (19) Ebda. kart. –.75 ‒ Aus der Zauberwelt. Seltsame Geschichten f. Kinder von 5–10 Iahren. Mit 6 Farbendr.-Bildern. 4. (17) Ebda. kart. –.75",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
115573704,Amanda,Tante,Amanda Tante,female,s. Amanda Hoppe.,"‒ Der kleine Frieder. Erzählgn., Märchen u. Lieder. Mit 8 lith. u. kol. Bildern von Th. Hosemann. 8. (VIII, 224) Berlin 1847, Winkelmann & Söhne. geb. 3.– ‒ Dasselbe. Neue Ausgabe. 8. (VII, 160 m. farb. Titelbild.) Kiel 1892, Lipsius & Tischer. geb. 2.40 ‒ Die Geschichte von den klugen Mäuslein. 8. (60) Berlin 1849, Simion. kart. 1.50 ‒ Eine Häschengeschichte. 5. Aufl. Mit 4 Bildern vou Gust. Annemüller. 8. (20) Berlin 1895, Winkelmann & Söhne. n 1.– ‒ Eine Häschenu. eine Kätzchengeschichte. Pracht-Ausg. mit 8 Farbenbildern von Th. Hosemann. 4. (52) Ebda. 1873. ‒ Mariechens kleines rotes Buch. 16. (24) Greifswald 1851, Kochs Verl. kart. n 1.– ‒ Prinz Issy. Eine Geschichte treu nach dem Leben erzählt. 16. (48 m. eingedr. H. u. 1 Htaf.) Wittenberg 1869, Koelling. kart. n –.50 ‒ Prinz Issy. Eine wunderliche u. lehrreiche Erzählg. f. d. Kinderwelt als Weihnachtsgabe. 2. Aufl. mit einem lith. Titelbild in Farbendr. 16. (48) Ebda. 1869. kart. n –.80, geb. 1.50",Hoppe-Seyler Amanda,"Ps. Tante Amanda, Dresden-Striesen, C. Str. I I, geboren in Freyburg a. U. am 22. März 1819. Werke s. auch Tante Amanda.","‒ Elisen-Hain. 8. (215) Berlin 1861, Beck. n 3.–",.,.,.,.,.,.,.,.,.,.,.,.
126307024,Amerlan,Frl. Frieda,Amerlan Frieda,female,"Stiftsdame zu Dahme, geboren in Angermünde den 19. März 1841. Das kleine uckermärkische Städtchen besass damals nur eine Elementarschule, auf deren Unterricht sie hauptsächlich beschränkt blieb. Ausser französischen Stunden bei einem alten Fräulein, welches in ihrer Jugend als Kammerjungfer mit vornehmen Leuten auf Reisen gewesen war, und ausser gelegentlichen Privatstunden bei jungen Kandidaten, die des Examen halber das kleine Landstädtchen aufsuchten, verdankt sie den meisten geistigen Gewinn dem mit den besten Werken ausgestatteten Bücherschranke ihres Vaters. Die erste Anregung zum Aufschreiben und in Druckgeben","‒ Alte liebe Lieder. Eine anreg. gesellschaftl. Unterhaltg. f. junge Mädchen im Alter von 14–16 Iahren. 12. (31 u. 243 Kärtchen) Leipzig 1882, Ruhl. In Karton n 2.25 ‒ »Am häuslichen Herd«. Praktisches Kochbuch. Mit 8 Farbentafeln, 9 Vollbildern u. vielen, kleineren Original-Illustrationen. 8. (500) Stettin 1897. Paul Niekammer. 6.– ‒ Annemarie. Eine Erzählg. f. Jung u. Alt. 8. (35 m. 2 Bildern.) Berlin 1891, Schorss. n –.25 ‒ Aus Urväter Tagen. Altnordisches Götterleben u. Heldentum, der Edda nacherzählt. Mit 7 Vollbildern v. Joh. Gehrts. I. Aufl. 1890, 2. Aufl. 8. (IV, 249) Berlin 1891, H. I. Meidinger. n 3.–, geb. 4.– ‒ Die kleine Heldin. Eine wahre Begebenheit aus dem amerik. Leben. Für Jung und Alt erzählt. – Nummer drei. Eine Erzählg. f. Jung und Alt. 8. (43 m. 3 Bildern.) Ebda. n –.25 ‒ »Ersungen!« Eine Erzählg. f. junge Mädchen. 8. (175) Berlin 1886, Eckstein Nachf. n 2.50 geb. n 3.50 ‒ Fürs junge fröhliche Mädchenherz. Erzählgn., Märchen u. Gedichte. 1. Aufl. reich illustriert. 8. (235) Berlin 1890, Schorss. ‒ Kindergeschichten f. aufmerksame kl. Zuhörer von 4–7 Iahren. Mit 8 (chromolith.) Bildern v. L. Mühling, 3. Aufl. 4. (IV, 54) Glogau 1882, Flemming. geb. 2.25 ‒ Was Grossmutter erzählte, als Schmiede-Wilhelm durchaus nach Amerika wollte. Eine Erzählg. f. Jung und Alt. 8. (46 m. 2 Bildern.) Zur Verteilung an Schulen. Berlin 1891, Schorss. n –.25",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116303336,Ancel,Marie,Ancel Marie,female,"Episode aus d. Schreckenszeit der französischen Revolution von 1789. 8. (64) Basel 1897, Köhler. –.30",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116975024,Andow,Paul,Andow Paul,female,"Biographie s. Alberta v. Maytner, Werke s. auch Margarete Halm.",.,Halm Margarete,Aus der Dornenhecke. 2. Aufl. In Vorbereitung. S. auch Band I.,‒ Der verwunschene Prinz. In Vorbereitung. ‒ Ewige Jugend. In Vorbereitung.,Halm Margarethe,Biographie s. Alberta von Maytner.,"‒ Aus der Dornenhecke. Metaphysische Gedichte. 12. (102) Dresden-Striesen 1882, Heinze. Vorgriffen. n 1.80; geb. m. Goldschn. n 3.– ‒ Das Spottgedicht. Lustsp. 1 Akt. (16) Leipzig 1889, Anthropolog. Hausbuchverlag. ‒ Die Liebe des Übermenschen. Ein neues Lebensgesetz. Briefe an e. Freund. 8. (42) Leipzig 1897, M. Spohr. n 1.– ‒ Ein weiblicher Prometheus. Liebesrom. a. d. Gegenwart. 3 Bde. 8. (558) Leipzig 1885, Reissner. Vergriffen. n 6.– ‒ Frau Holdings Herz. Die Geschichte e. Familie. 2. Aufl. 8. (140) Dresden 1895, E. Pierson. n 2.–; geb. n 3.– ‒ Vom Baum des Lebens. Phantasieen e. Idealistin. 12. (56) Leipzig 1897, Litterarische Anstalt, A. Schulze. n 1.– ‒ Wetterleuchten. Skizzen u. Essays. 8. (106) Leipzig 1877, Wartigs Verlag. 1.50",.,.,.,.,.,.,.,.,.
137818459,Andrä,Louise,Andrä Louise,female,"Universum der Landwirtschaft f. Frauen. Hrsg. v. C. Lindau. (In 10 Lfgn.) 8. Oschatz 1851, Oldecop's Erben. –.50",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1018360794,Andreä,Nanette,Andreä Nanette,female,Leicht fassliche Anweisungen zu verschiedenen weiblichen Kunstarbeiten. Mit Abbild. 1.–3. Heftchen. 12. (100) Ebda. 1843. geb. à –.25,"‒ Sammlg. von leicht ausführbaren Vorschriften zu den schönsten u. elegant. Strumpf-Rändern u. andern feinen Strickereien. Ein Hilfsbüchlein für das schöne Geschlecht. 2 Hefte. 2. verb. Aufl. 16. (89) Erfurt 1842, Hennings & Hopf. n –.50",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117763519,Andrea,Silvia,Andrea Silvia,female,Biographie s. Johanna Garbald-Gredig.,"‒ Erzählungen aus Graubündens Vergangenheit. 8. (VII, 543) Glarus 1888, Vogel. bar n 5; geb. 6. – ‒ Faustine. Rom. 8. (309) Ebda. 1889. bar n 4.40 ‒ Wilhelm Teil. Historische Erzählg., dem Schweizervolke zur Bundesfeier gewidmet. 8. (156) Frauenfeld 1891, I. Huber's Verl. n 2.–; geb. n 2.40",Andreae Johanna,"Märchen von der Katzenfamilie. 8. (IV, 131) Frankfurt a. M. 1861. Liter.-Anstalt. n 2.–",.,Garbald-Gredig Johanna,"Ps. Silvia Andrea, Castasegna in Graubünden, Schweiz, geboren am 22. März 1840 in Zuoz im Oberengadin als Tochter eines Lehrers, ist Romanin von Geburt. Ihr Vater pflegte mit grosser Vorliebe die dort viel gebrauchte romanische Sprache, unterrichtete jedoch seine Tochter auch in den Anfängen der deutschen Sprache. Mit ihrem 15. Iahre kam sie in ein deutsches Institut nach Chur, woselbst ihr das Gebiet der deutschen Litteratur erschlossen wurde, in das sie sich mit wahrer Liebe und Begeisterung vertiefte. Als sie 21 Iahre alt war, heiratete sie und kam ins Bergell, eine italienische Thalschaft an der Grenze Italiens, wo sie seit 33 Iahren lebt. 16 Iahre lang blieb ihre Ehe kinderlos und in dieser Zeit fand sie Musse, sich weiter auszubilden und ihrer litterarischen Neigung zu leben. In der Umgebung zweier so verschiedener Volkstämme, Italiener und Schweizer, fand sie auch eine Fülle von Wahrnehmungen, die ihr viel Anregung boten und auf sie selbst nicht ohne Einwirkung blieben. Ihre meisten Werke entstammen der kinderlosen Ehezeit. Auch später, nachdem sie noch Mutter von zwei Knaben und einem Mädchen wurde, blieb sie ihrer litterarischen Thätigkeit treu. Gegenwärtig ist sie Mitarbeiterin an mehreren schweizerischen Zeitschriften. Werke s. auch Silvia Andrea.","‒ Erzählungen aus Graubündens Vergangenheit. 8. (543) Glarus 1889, B. Vogel. 4.–; geb. 5.20 ‒ Faustine. 8. (320) Ebda. 1890. 3.60; geb. 4.80 ‒ Wilhelm Teil. 8. (157) Frauenfeld 1891, I. Huber. geb. 2.40",Silvia Andrea,Biographie und Werke s. Johanna Garbald-Gredig.,"‒ Wilhelm Tell. Histor. Erzählg. 8. (157) Frauenfeld 1891, I. Hubers Verlag. 2.–; geb. 2.40",.,.,.,.,.,.
1049184726,Andreä,Wilhelmine,Andreä Wilhelmine,female,"Andreä, (genannt Wilhelmi,) Wilhelmine. Graf Bruno von Hochwalden, oder: Eifersucht führt zum Verbrechen. 3 Bde. 8. (608) Nordhausen 1842, Fürst. 8.25",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118502921,Andreas-Salomé,Frau Lou,Andreas-Salomé Lou,female,"Ps. Henrik Lou, Berlin-Schmargendorf.","‒ Aus fremder Seele. Eine Spätherbstgeschichte. 8. (154) Stuttgart 1897, I. G. Cotta Nachf. n 2.–, geb. 3.– ‒ Friedrich Nietzsche in seinen Werken. 8. (263) Wien 1894, C. Konegen 6.– ‒ Henrik Ibsens Frauengestalten nach seinen sechs Familien-Dramen: Die Frau vom Meere. Die Wildente. Ein Puppenheim. Gespenster. Hedda Gabler. Rosmersholm. Volks(Titel-)Ausg. 8. (III, 238) Berlin 1892, H. Lazarus. n 1.50 ‒ Ruth. Erzählg. 2. Aufl. 8. (304) Stuttgart 1897, I. G. Cotta Nachf. n 3.50, geb. 4.50",Salomé Lou,s. Lou Andreas-Salomé.,.,.,.,.,.,.,.,.,.,.,.,.,.
11887912X,Andresen,Frau Stine,Andresen Stine,female,"geb. Iürgens, Boldixum b. Wyk a. Föhr, ist die Tochter eines wohlhabenden Landmanns, Iürgen Erich Iürgens und wurde am 23. Dezember 1840 in dem Dorfe geboren, in welchem sie noch jetzt lebt. Der Vater war ein grosser Bücherfreund und bot der leicht empfänglichen und tief veranlagten Tochter manche nachhaltige Anregung, welcher zunächst warm empfundene Gelegenheitsgedichte ihre Entstehung verdankten. Im Iahre 1875 fand sie in Emil Andresen einen treuen Gatten, den sie leider bald verlor. Auch ungünstige Vermögensverhältnisse trugen dazu bei, ihren Geist mit Schwermut zu umnachten, und als sie genesen war, musste sie in tiefster Armut die Mildthätigkeit ihrer Schwägerin in Anspruch nehmen. Hoffentlich gelingt es durch recht regen Absatz ihrer von Karl Schrattenthal herausgegebenen Gedichte die schwersten Sorgen zu heben und der schwergeprüften Frau frische Lebensund Schaffensfreude wieder zu schaffen. Erwähnt sei noch,","‒ Gesammelte Gedichte. Herausgegeben v. K. Schrattenthal, 3. Aufl. Mit Bild der Dichterin u. Textillustr. v. Max Kuchel. 8. (XV, 130) Bielefeld 1896. Schriften-Niederl. Bethel. n 2.–, geb. m. Goldschn. n 3.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
137665849,Anger,Clara,Anger Clara,female,"Schloss Hartenstein. Rom. nach Martha's Aufzeichngn. 8. (223) Nordhausen 1862, Büchting. 3.75",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11776292X,Anhuth,Clara,Anhuth Clara,female,"Ps. C. Anhuth, Danzig, wurde am 3. Januar 1856 als Tochter des seither verstorbenen Buchhändlers Anhuth in Danzig geboren. Dieselbe eröffnete 1876 in Danzig eine Leihbibliothek, welcher sie bis heute mit Erfolg vorsteht. Ihre kleinen humoristischen Artikel fanden in süddeutschen Blättern Aufnahme. Clara Anhuth schreibt Lustspiele und humoristische Erzählungen.","‒ Lustige Geschichten. 8. (87) Leipzig 1898, R. Maeder. 1.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
138454027,Anjel,Ella,Anjel Ella,female,s. Eugenie v. Westhof.,"‒ Heckenrosen. Erzählgn. 8. (254) Breslau 1884, Schottländer. 5.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116031735,Anklam,Frl. Luise,Anklam Luise,female,"Berlin W., Blumenthalstr. 15. II. ist die Tochter eines Predigers, und wurde in einem Pfarrdorf der Provinz Posen geboren. Im noch nicht vollendeten 3. Lebensjahre verlor sie den Vater, und die Mutter zog nach einem kleinen, ebenfalls in der Provinz Posen gelegenen Städtchen, wo ihr Vater eine Königliche Domaine in Pacht gehabt hatte. Aber auch die Mutter wurde ihr bald entrissen, und als heimatund mittellose Waise war sie nun auf die eigene Kraft angewiesen. Sie hatte die Gabe, sich überall sehr bald das Vertrauen und die Zuneigung gerade von Kindern zu erwerben, denen sie schöne Geschichten erzählte, und da dies grösstenteils selbsterfundene waren, so kam sie auf den Gedanken, Jugendschriften zu verfassen. Sie fand auch sogleich einen Verleger für ihr erstes demnächst erscheinendes Buch, welches ein Sammelbuch und alle Iahre zu Weihnachten herausgegeben werden soll. Gegenwärtig lebt Luise Anklam in Berlin und beschäftigt sich hauptsächlich mit Stenographie und Schreibmaschinenarbeiten.","‒ Kindergeschichten. Frankfurt a. O. 1898, Hugo Andres & Co. U. d. Presse.",Anklam Luise,"Kindergeschichten für Knaben u. Mädchen. 8. (208 m. Illustr.) Frankfurt a. O. 1897, H. Andres & Co. geb. 3.– Siehe auch Band I.",.,.,.,.,.,.,.,.,.,.,.,.,.
1012535169,Anna,Tante,Anna Tante,female,"s. Anna Aug. Henr. Claussen. Nachtrag. Werke s. auch A. Claussen. Band I. u. Onkel Arthur. Der Struwwelpeter. Weihnachtsmärchen in 7 Bildn. Bearb. unter ausdrückl. Genehmigg. d. Struwwelpeterverl. Rütten & Loening in Frankfurt a. M. 12. (112) Stettin 1897, Berlin, Keimling & Grünberg. –.50",.,Claussen Anna,Briefe einer Predigertochter. 1870.,"‒ Magdalena Steffens. Eine Erzählg. f. d. Volk. 16. (148) Basel 1879, Spittler. n –.80 ‒ Nach der goldnen Stadt. Erzählg. 8. (102.) Ebda. 1893. 1.– ‒ Siebengestirne. Der Matrose u. sein Findling. 8. (99) Leipzig 1895, Akademische Buchhandlung. 1.– ‒ Simon der Jude od. lange ersehnt, endlich gefunden. 4 Erzählgn. 12. (150) Norden 1882, Soltau. –.50",Claussen Henriette Auguste Anna,"Ps. Tante Anna, Itzehoe, Holstein, geboren den 5. Juni 1814 in Tetenbüll (Eiderstedt). Dort war ihr Vater Pastor C. Claussen zweiter Prediger, 1825 wurde er in Haseldorf zum Pastor gewählt und starb hier 1859. Bis zu ihrer Einsegnung erhielt Anna von ihrem Vater Unterricht, später im Französischen und Englischen in Altona. Nach dem Tode ihres Vaters zog Anna mit ihrer Mutter nach Itzehoe, Holstein, wo nach dem Tode ihrer Mutter die litterarische Thätigkeit begann. Ihre erste Erzählung »Ein Leben im Schatten« brachte das »Töchteralbum«. Im Iahre 1870 erschienen bei Perthes in Gotha »Briefe einer Predigertochter« ohne Nennung ihres Namens, dann folgten viele Erzählungen, Gedichte, kürzere und längere Aufsätze, sowie Übersetzungen in verschiedenen Zeitschriften, und Briefe über Naturgeschichte und Wanderungen durch die Sternenwelt unter dem Pseudonym Tante Anna. A. Claussen stellte meist ihre Feder in den Dienst der Judenmission. Jetzt lebt die geistesfrische Dichterin in der Nähe ihrer Geschwister als Tante, Grossund Urgrosstante. Da ihre Augen geschwächt sind, kann sie sich nicht mehr der Schriftstellerei widmen, aber ihre Hände sind nicht müssig, sie beschäftigen sich mit Stricken und Spinnen. Werke s. Anna Claussen. Band I.",.,.,.,.,.,.,.,.,.,.
118503200,Anneke,Mathilde Franziska von,Anneke Franziska Mathilde,female,s. Mathilde Franziska von Tabouillet. Werke s. auch Band II.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1035685868,Anschel,Julie Philippine Clara,Anschel Philippine Julie Clara,female,"geb. Cappel, geboren 23. September 1780 in Helmstädt.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117764167,Ansion Hasatty,Kunigunde,Ansion Hasatty ,female,"Wien VIII, Löwenburggasse 2, wurde am 25. Mai 1863 zu Wien geboren, verlor sehr früh ihre Eltern und vermählte sich 1879 mit dem Hauptmann Ansion. Im Iahre 1887 schrieb sie eine historische Novellette, die ihr Gatte ohne das Vorwissen seiner Frau dem Wiener Fremdenblatt einsandte, welches es bereitwilligst aufnahm und um weitere Beiträge ersuchte. So widmete sich K. A. H. der Schriftstellerei. Die ersten 8 Novellen, die zuerst in österreichischen Zeitungen erschienen waren, gelangten 1891 in Buchform unter dem Titel »Verschiedene Geschichten« zur Veröffentlichung. 1893 folgte die 2. Auflage. 1895 erschien das durch die »Wiener-Mode« herausgegebene Kochbuch »die Kochkunst«, das bereits in einer Auflage von 5000 Exemplaren verbreitet ist. Ausserdem schrieb K. A. H. noch verschiedene Novellen, die im »Fremdenblatt« der »Deutschen Revue«, der »Litteratur-Zeitung«, »Alt Wien«, der »Adels Zeitung«, der »Presse« und in anderen Blättern zum Abdruck gelangten.","‒ Die Kochkunst. 8. (852) Wien 1895, Wiener Mode. 6.–; geb. 720 ‒ Verschiedene Geschichten. Erzählgn. u.a. 8. (296) 1. Aufl. 1891, 2. Aufl. 1895. Wien, Huber & Lahme. kart. n 2.40 –",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
